VaR_95,ES_95,VaR_99,ES_99,Rate_Shock,Volatility_Spike,Sector_Drawdown
-6.804809899792325,-35.00552817253633,-30.445456748433628,-124.93444031647878,,,
,,,,0.002331636554587166,0.07849745483188075,-0.04766836344541284
,,,,-0.3085417953425283,-0.38781269301379245,-0.3585417953425283
,,,,-1.4808048929600728,-2.1462073394401093,-1.5308048929600728
,,,,-1.2575475720659488,-1.8113213580989231,-1.3075475720659488
,,,,-0.10994304413833829,-0.08991456620750743,-0.1599430441383383
,,,,-1.5473476922400178,-2.2460215383600266,-1.5973476922400178
,,,,-1.4756616783443726,-2.1384925175165588,-1.5256616783443726
,,,,-1.457698988971931,-2.1115484834578964,-1.507698988971931
,,,,-0.860070783021965,-1.2151061745329474,-0.910070783021965
,,,,-2.4894049013218957,-3.659107351982844,-2.539404901321896
,,,,0.7298563131352944,1.1697844697029418,0.6798563131352945
,,,,-3.110628939750356,-4.590943409625535,-3.160628939750356
,,,,0.8711255792099102,1.3816883688148653,0.8211255792099103
,,,,0.017693178079110347,0.10153976711866552,-0.032306821920889656
,,,,1.9495801114319693,2.999370167147954,1.8995801114319693
,,,,-0.28966754204003936,-0.35950131306005906,-0.33966754204003935
,,,,0.8064792405924268,1.2847188608886402,0.7564792405924269
,,,,2.034503514419278,3.1267552716289164,1.9845035144192775
,,,,-1.4674812981805176,-2.1262219472707766,-1.5174812981805177
,,,,4.735757867432027,7.17863680114804,4.685757867432027
,,,,-1.3557811417349748,-1.9586717126024622,-1.4057811417349748
,,,,1.922957040445598,2.959435560668397,1.872957040445598
,,,,-1.5780725610801782,-2.2921088416202675,-1.6280725610801783
,,,,-3.5775671579061106,-5.291350736859166,-3.627567157906111
,,,,-0.3265821093531666,-0.41487316402974994,-0.3765821093531666
,,,,-7.678102280362013,-11.442153420543018,-7.7281022803620125
,,,,-0.9110483730679128,-1.291572559601869,-0.9610483730679127
,,,,-0.918150356492214,-1.302225534738321,-0.9681503564922139
,,,,-14.255707540120271,-21.308561310180405,-14.30570754012027
,,,,0.3688986441053264,0.6283479661579896,0.3188986441053264
,,,,-0.5347260336191777,-0.7270890504287665,-0.5847260336191776
,,,,-0.009618009851173073,0.060572985223240394,-0.059618009851173076
,,,,-9.16511336904032,-13.672670053560479,-9.215113369040319
,,,,0.14457617812526574,0.2918642671878986,0.09457617812526573
,,,,0.12175128510258885,0.2576269276538833,0.07175128510258885
,,,,-0.141114790606432,-0.13667218590964803,-0.19111479060643202
,,,,-3.248271707880068,-4.797407561820102,-3.298271707880068
,,,,-5.371511464550179,-7.982267196825268,-5.4215114645501785
,,,,-1.1150450838131323,-1.5975676257196985,-1.1650450838131323
,,,,-1.0667172306871662,-1.5250758460307492,-1.1167172306871662
,,,,-2.1706254761181674,-3.1809382141772513,-2.2206254761181676
,,,,-4.610380077198227,-6.84057011579734,-4.6603800771982264
,,,,-7.024306545857818,-10.461459818786727,-7.074306545857818
,,,,-2.7226626861671974,-4.008994029250797,-2.7726626861671977
,,,,8.957982107213281,13.511973160819924,8.907982107213282
,,,,1.0328592996506545,1.6242889494759818,0.9828592996506545
,,,,-49.7768705820006,-74.5903058730009,-49.8268705820006
,,,,0.01757332374447844,0.10135998561671766,-0.032426676255521564
,,,,-1.7117377291017823,-2.4926065936526736,-1.7617377291017824
,,,,-0.2394787888716588,-0.2842181833074882,-0.2894787888716588
,,,,-1.4360366003859915,-2.079054900578987,-1.4860366003859915
,,,,-0.7720315292935254,-1.083047293940288,-0.8220315292935253
,,,,-0.39328205144910783,-0.5149230771736617,-0.4432820514491078
,,,,-0.009694593622559602,0.0604581095661606,-0.059694593622559605
,,,,-1.3628498438864414,-1.9692747658296619,-1.4128498438864414
,,,,-1.1046426806574876,-1.5819640209862313,-1.1546426806574877
,,,,-1.0569689308522026,-1.5104533962783038,-1.1069689308522026
,,,,0.5883550807793976,0.9575326211690964,0.5383550807793976
,,,,-1.1836730290649367,-1.700509543597405,-1.2336730290649367
,,,,-0.9718836845454045,-1.3828255268181067,-1.0218836845454045
,,,,-6.030847934294536,-8.971271901441803,-6.080847934294535
,,,,-3.225848467841677,-4.763772701762516,-3.2758484678416773
,,,,-0.20191218492482094,-0.22786827738723142,-0.2519121849248209
,,,,-3.412646637231926,-5.043969955847889,-3.4626466372319262
,,,,-0.554699471870413,-0.7570492078056195,-0.604699471870413
,,,,-1.1185345058490805,-1.6028017587736207,-1.1685345058490806
,,,,-2.3378146997398797,-3.43172204960982,-2.38781469973988
,,,,-0.4113792583863127,-0.542068887579469,-0.46137925838631266
,,,,-1.150013852895517,-1.6500207793432755,-1.200013852895517
,,,,-1.2056249506960632,-1.7334374260440948,-1.2556249506960633
,,,,-1.3445747332890432,-1.9418620999335647,-1.3945747332890432
,,,,-12.137886921369489,-18.131830382054233,-12.187886921369488
,,,,-1.7768686292033153,-2.590302943804973,-1.8268686292033154
,,,,-7.394756990569219,-11.017135485853828,-7.444756990569219
,,,,-0.5494345767482413,-0.7491518651223619,-0.5994345767482412
,,,,-0.5852702693677755,-0.8029054040516632,-0.6352702693677754
,,,,0.3151208591346067,0.54768128870191,0.2651208591346067
,,,,-3.085061244578912,-4.552591866868368,-3.135061244578912
,,,,-1.072578857152412,-1.5338682857286179,-1.122578857152412
,,,,-0.6867595433965776,-0.9551393150948664,-0.7367595433965776
,,,,-1.5711278727765785,-2.281691809164868,-1.6211278727765785
,,,,-0.2422252742749324,-0.2883379114123986,-0.2922252742749324
,,,,-2.141326692587314,-3.1369900388809713,-2.1913266925873143
,,,,0.03985184323199968,0.13477776484799953,-0.010148156768000322
,,,,0.09779269234399939,0.22168903851599908,0.04779269234399938
,,,,-0.5672503337822157,-0.7758755006733234,-0.6172503337822156
,,,,-2.45693203384527,-3.610398050767905,-2.50693203384527
,,,,3.190843028050412,4.8612645420756175,3.1408430280504116
,,,,-4.981374129638923,-7.397061194458385,-5.031374129638923
,,,,5.311557671184707,8.04233650677706,5.261557671184707
,,,,-0.5165512213730363,-0.6998268320595544,-0.5665512213730363
,,,,-3.062791973186252,-4.519187959779378,-3.112791973186252
,,,,-15.238096041662168,-22.782144062493252,-15.288096041662167
,,,,-0.2134236915861331,-0.24513553737919969,-0.2634236915861331
,,,,-1.0287722348691184,-1.4681583523036776,-1.0787722348691184
,,,,-0.9090039459607681,-1.288505918941152,-0.959003945960768
,,,,-1.8235731508859012,-2.660359726328852,-1.8735731508859013
,,,,-0.42971455078533843,-0.5695718261780076,-0.4797145507853384
,,,,-0.7581264841277537,-1.0621897261916304,-0.8081264841277537
,,,,-2.1765203416049848,-3.189780512407477,-2.226520341604985
,,,,-0.1356511651417312,-0.12847674771259682,-0.18565116514173122
,,,,-1.5961904997577767,-2.319285749636665,-1.6461904997577768
,,,,-3.015251600320255,-4.447877400480383,-3.0652516003202552
,,,,-1.6483783856918486,-2.397567578537773,-1.6983783856918486
,,,,-0.5873116149177473,-0.8059674223766209,-0.6373116149177472
,,,,-0.12411654392733402,-0.11117481589100103,-0.17411654392733403
,,,,-0.7915770947289609,-1.1123656420934411,-0.8415770947289608
,,,,-0.25141120854792004,-0.3021168128218801,-0.30141120854792003
,,,,-0.27878668693852343,-0.34318003040778516,-0.3287866869385234
,,,,-4.01404763937405,-5.946071459061075,-4.06404763937405
,,,,-3.265592464627203,-4.823388696940805,-3.3155924646272035
,,,,11.13071149750308,16.77106724625462,11.080711497503081
,,,,-1.379873492249575,-1.9948102383743624,-1.429873492249575
,,,,-4.090650060936501,-6.060975091404752,-4.140650060936501
,,,,-9.045456858148295,-13.493185287222442,-9.095456858148294
,,,,-0.8004608023113079,-1.1256912034669617,-0.8504608023113078
,,,,-1.4740001497443804,-2.136000224616571,-1.5240001497443805
,,,,-48.576934357868566,-72.79040153680285,-48.62693435786857
,,,,-5.425487614954917,-8.063231422432375,-5.4754876149549165
,,,,-0.9862851410145759,-1.4044277115218637,-1.036285141014576
,,,,-8.08263085280132,-12.048946279201978,-8.132630852801318
,,,,-0.5997980812212856,-0.8246971218319283,-0.6497980812212856
,,,,-0.8836472882448758,-1.2504709323673135,-0.9336472882448758
,,,,-1.006649361350328,-1.434974042025492,-1.056649361350328
,,,,-1.3053677433113475,-1.8830516149670213,-1.3553677433113476
,,,,-0.8993760060150988,-1.274064009022648,-0.9493760060150988
,,,,0.44736562552906506,0.7460484382935976,0.39736562552906507
,,,,0.42277779510244856,0.7091666926536728,0.3727777951024486
,,,,-1.9841226242555945,-2.901183936383392,-2.0341226242555943
,,,,-3.373685416463683,-4.985528124695525,-3.4236854164636834
,,,,-1.518604760827326,-2.2029071412409893,-1.5686047608273261
,,,,-0.09208871344518905,-0.06313307016778358,-0.14208871344518906
,,,,-0.651463558798794,-0.902195338198191,-0.701463558798794
,,,,-0.8856119823756798,-1.2534179735635198,-0.9356119823756798
,,,,-1.0313159318147354,-1.471973897722103,-1.0813159318147354
,,,,-1.6111625991174587,-2.341743898676188,-1.6611625991174588
,,,,0.11891190617223173,0.2533678592583476,0.06891190617223172
,,,,2.2252617780943957,3.4128926671415933,2.1752617780943955
,,,,0.11127116114251238,0.24190674171376858,0.06127116114251238
,,,,2.592340104053109,3.9635101560796633,2.5423401040531086
,,,,-3.133331754933988,-4.624997632400982,-3.183331754933988
,,,,-1.3056100764073646,-1.8834151146110467,-1.3556100764073646
,,,,-4.849763570616266,-7.199645355924399,-4.899763570616265
,,,,-0.1052899683930963,-0.08293495258964445,-0.1552899683930963
,,,,-1.2372270981485838,-1.7808406472228757,-1.2872270981485838
,,,,-2.4727076243701798,-3.63406143655527,-2.52270762437018
,,,,-1.1909306121085008,-1.7113959181627512,-1.2409306121085009
,,,,-0.6744443444519526,-0.9366665166779288,-0.7244443444519525
,,,,-0.39937196162751437,-0.5240579424412716,-0.44937196162751436
,,,,-1.5493654945107311,-2.2490482417660966,-1.5993654945107312
,,,,10.152429235073091,15.303643852609639,10.102429235073092
,,,,-18.270016839183082,-27.330025258774622,-18.320016839183083
,,,,-0.15964582510939468,-0.16446873766409204,-0.2096458251093947
,,,,7.049930981710651,10.649896472565977,6.999930981710651
,,,,-14.37265766098298,-21.483986491474468,-14.42265766098298
,,,,-0.8740012929086902,-1.2360019393630353,-0.9240012929086902
,,,,-1.1541311428271388,-1.6561967142407081,-1.2041311428271388
,,,,-0.725561607073522,-1.0133424106102829,-0.775561607073522
,,,,0.05890554169518074,0.1633583125427711,0.008905541695180735
,,,,-0.5216507820966062,-0.7074761731449093,-0.5716507820966061
,,,,-1.0459085403871897,-1.4938628105807847,-1.0959085403871898
,,,,-3.8698340939610985,-5.729751140941648,-3.9198340939610987
,,,,-0.012535779919420523,0.05619633012086922,-0.06253577991942053
,,,,10.000873614713353,15.07631042207003,9.950873614713354
,,,,-0.19577968887990121,-0.21866953331985184,-0.24577968887990123
,,,,2.822905507679317,4.309358261518975,2.7729055076793165
,,,,-0.13578310315006364,-0.12867465472509548,-0.18578310315006366
,,,,-0.4714515389732378,-0.6321773084598568,-0.5214515389732378
,,,,0.8854746156358573,1.403211923453786,0.8354746156358573
,,,,-1.9161045870918316,-2.7991568806377476,-1.9661045870918317
,,,,2.4380320935216413,3.732048140282462,2.388032093521641
,,,,-5.37001246247466,-7.98001869371199,-5.42001246247466
,,,,-14.986444019765358,-22.404666029648034,-15.036444019765357
,,,,-1.1375702164501973,-1.6313553246752959,-1.1875702164501973
,,,,0.1391510107027772,0.28372651605416577,0.08915101070277717
,,,,-0.7566487982250293,-1.059973197337544,-0.8066487982250292
,,,,-1.130041532573697,-1.6200622988605455,-1.180041532573697
,,,,-0.2519781557512593,-0.302967233626889,-0.3019781557512593
,,,,2.1408266134518246,3.286239920177737,2.0908266134518243
,,,,-1.0332537199682075,-1.4748805799523113,-1.0832537199682075
,,,,-4.870656236310151,-7.230984354465227,-4.920656236310151
,,,,-0.41821126397341885,-0.5523168959601283,-0.46821126397341883
,,,,-0.8877835677956795,-1.2566753516935192,-0.9377835677956794
,,,,-3.16319530585976,-4.669792958789641,-3.2131953058597604
,,,,-13.988848701731367,-20.90827305259705,-14.038848701731366
,,,,-0.5422466812957905,-0.7383700219436856,-0.5922466812957904
,,,,-3.674389662524356,-5.436584493786534,-3.724389662524356
,,,,-5.114856600308171,-7.597284900462256,-5.164856600308171
,,,,0.042150163696401496,0.13822524554460225,-0.007849836303598506
,,,,-0.45663079070817886,-0.6099461860622684,-0.5066307907081788
,,,,0.42891760223686887,0.7183764033553033,0.3789176022368689
,,,,4.88687995220791,7.405319928311865,4.8368799522079104
,,,,6.542294067713125,9.888441101569686,6.492294067713125
,,,,0.029002216655942978,0.11850332498391447,-0.020997783344057025
,,,,-1.2302280635962306,-1.7703420953943458,-1.2802280635962306
,,,,-3.086289626713484,-4.554434440070226,-3.1362896267134843
,,,,-0.8768188559290684,-1.2402282838936025,-0.9268188559290683
,,,,-1.682947636114523,-2.4494214541717847,-1.732947636114523
,,,,-0.4510732772612471,-0.6016099158918706,-0.5010732772612471
,,,,-2.137284495933904,-3.130926743900856,-2.187284495933904
,,,,-0.7450311524635547,-1.0425467286953318,-0.7950311524635546
,,,,-1.3897043879817028,-2.009556581972554,-1.4397043879817029
,,,,-0.39489283185702934,-0.5173392477855441,-0.4448928318570293
,,,,-0.5739879000101038,-0.7859818500151556,-0.6239879000101037
,,,,-1.3812756806832753,-1.996913521024913,-1.4312756806832754
,,,,-4.92570115960851,-7.313551739412764,-4.9757011596085094
,,,,-2.9334260929583986,-4.325139139437598,-2.983426092958399
,,,,-17.887052457705572,-26.75557868655836,-17.937052457705573
,,,,0.04692279877995924,0.14538419816993886,-0.003077201220040765
,,,,-1.723933910659359,-2.510900865989038,-1.773933910659359
,,,,-0.3820318781938044,-0.49804781729070663,-0.4320318781938044
,,,,-0.3901005777219259,-0.5101508665828889,-0.4401005777219259
,,,,-0.2696827557590216,-0.32952413363853245,-0.3196827557590216
,,,,-0.4919314243763641,-0.6628971365645462,-0.5419314243763641
,,,,-0.36482444343603865,-0.472236665154058,-0.41482444343603864
,,,,-0.14154419765598508,-0.13731629648397764,-0.1915441976559851
,,,,0.4614790407208869,0.7672185610813304,0.4114790407208869
,,,,2.019247766061983,3.1038716490929747,1.969247766061983
,,,,-0.7899126874978686,-1.1098690312468027,-0.8399126874978685
,,,,-1.1052249488751507,-1.5828374233127258,-1.1552249488751507
,,,,-0.2560411783774555,-0.30906176756618325,-0.3060411783774555
,,,,1.3729788997247716,2.1344683495871575,1.3229788997247716
,,,,-1.5796542400546778,-2.294481360082017,-1.6296542400546778
,,,,-1.5342213084831098,-2.2263319627246645,-1.5842213084831098
,,,,-2.110546327605799,-3.0908194914086993,-2.1605463276057995
